"filename", "language", "TypeScript", "Svelte", "HTML", "PostCSS", "JavaScript", "XML", "comment", "blank", "total"
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/content/vto-dialogs/bodyGuide.svelte", "Svelte", 0, 43, 0, 0, 0, 0, 3, 7, 53
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/content/vto-dialogs/clothingGuide.svelte", "Svelte", 0, 43, 0, 0, 0, 0, 3, 7, 53
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/content/vto-qr/qrcode.svelte", "Svelte", 0, 26, 0, 0, 0, 0, 0, 7, 33
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/aws/rekognition.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 4, 6, 45
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/aws/rekognitionClient.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/database_helpers/getStorageItemURL.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/database_helpers/queryDb.ts", "TypeScript", 173, 0, 0, 0, 0, 0, 19, 38, 230
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/database_helpers/storage.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 1, 9, 62
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/database_helpers/uploadClothing.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 54, 7, 61
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/huggingface/inference.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 2, 5, 34
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/openai/openai.ts", "TypeScript", 131, 0, 0, 0, 0, 0, 7, 15, 153
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 26, 8, 34
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/server/vto/tryonfunctions.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 1, 19, 154
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/state/vto.svelte.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 2, 15, 65
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/Lines-hiw.svg", "XML", 0, 0, 0, 0, 0, 72, 0, 1, 73
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/Lines.svg", "XML", 0, 0, 0, 0, 0, 106, 0, 0, 106
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/eyeClosed.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/eyeOpened.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/hamburger.svelte", "Svelte", 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/icons.svelte", "Svelte", 0, 215, 0, 0, 0, 0, 1, 8, 224
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/indicators/success.svelte", "Svelte", 0, 29, 0, 0, 0, 0, 0, 1, 30
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/indicators/warning.svelte", "Svelte", 0, 36, 0, 0, 0, 0, 0, 1, 37
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/info.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 1, 11
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/login_background.svg", "XML", 0, 0, 0, 0, 0, 33, 0, 1, 34
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/pin.svelte", "Svelte", 0, 17, 0, 0, 0, 0, 0, 2, 19
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/signup_background.svg", "XML", 0, 0, 0, 0, 0, 22, 0, 1, 23
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/BigUploadClothing.svelte", "Svelte", 0, 40, 0, 0, 0, 0, 0, 1, 41
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/BigUploadModel.svelte", "Svelte", 0, 46, 0, 0, 0, 0, 0, 1, 47
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/closeButton.svelte", "Svelte", 0, 14, 0, 0, 0, 0, 0, 1, 15
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/editProfile.svelte", "Svelte", 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/help.svelte", "Svelte", 0, 9, 0, 0, 0, 0, 0, 1, 10
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/information.svelte", "Svelte", 0, 10, 0, 0, 0, 0, 0, 1, 11
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/instagram.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/link.svelte", "Svelte", 0, 8, 0, 0, 0, 0, 0, 1, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/lock.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/noteboard.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/photos.svelte", "Svelte", 0, 37, 0, 0, 0, 0, 0, 1, 38
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/thumbsup.svelte", "Svelte", 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/profile/trashcan.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/restart.svelte", "Svelte", 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/share.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 0, 12
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/uploadClothing.svelte", "Svelte", 0, 20, 0, 0, 0, 0, 0, 0, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/edit.svelte", "Svelte", 0, 12, 0, 0, 0, 0, 0, 1, 13
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/hangar.svelte", "Svelte", 0, 26, 0, 0, 0, 0, 0, 3, 29
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/outfit.svelte", "Svelte", 0, 37, 0, 0, 0, 0, 0, 3, 40
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/profileHead.svelte", "Svelte", 0, 48, 0, 0, 0, 0, 0, 1, 49
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/uploaded.svelte", "Svelte", 0, 40, 0, 0, 0, 0, 0, 3, 43
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/woman.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 0, 1, 17
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/type/supabase.ts", "TypeScript", 813, 0, 0, 0, 0, 0, 0, 8, 821
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/+layout.server.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/+layout.svelte", "Svelte", 0, 43, 0, 0, 0, 0, 0, 5, 48
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/+layout@.svelte", "Svelte", 0, 19, 0, 0, 0, 0, 0, 4, 23
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/myphotos/+page.server.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/myphotos/+page@by.svelte", "Svelte", 0, 27, 0, 0, 0, 0, 0, 3, 30
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/profile/+page.server.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 1, 2, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/profile/+page@by.svelte", "Svelte", 0, 84, 0, 0, 0, 0, 19, 8, 111
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/home/+page.server.ts", "TypeScript", 396, 0, 0, 0, 0, 0, 11, 50, 457
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/home/+page.svelte", "Svelte", 0, 489, 0, 0, 0, 0, 9, 31, 529
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/+page.server.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 2, 16, 73
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/+page.svelte", "Svelte", 0, 53, 0, 0, 0, 0, 0, 4, 57
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/create-ai/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/create-ai/+page.svelte", "Svelte", 0, 40, 0, 0, 0, 0, 0, 3, 43
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/create-custom/+page.svelte", "Svelte", 0, 4, 0, 0, 0, 0, 0, 2, 6
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/wardrobe/+page.server.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 1, 9, 47
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/wardrobe/+page.svelte", "Svelte", 0, 202, 0, 0, 0, 0, 1, 11, 214
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+layout.server.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 8, 2, 10
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+layout.svelte", "Svelte", 0, 30, 0, 0, 0, 0, 0, 4, 34
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+page.server.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+page.svelte", "Svelte", 0, 14, 0, 0, 0, 0, 0, 2, 16
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/confirm/+server.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 6, 6, 36
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/error/+page.svelte", "Svelte", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/login/+page.server.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/login/+page.svelte", "Svelte", 0, 77, 0, 0, 0, 0, 5, 8, 90
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/logout/+server.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/password_reset/+page.server.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/password_reset/+page.svelte", "Svelte", 0, 128, 0, 0, 0, 0, 5, 13, 146
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/reset/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/reset/+page.svelte", "Svelte", 0, 41, 0, 0, 0, 0, 5, 6, 52
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/signup/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/signup/+page.svelte", "Svelte", 0, 138, 0, 0, 0, 0, 20, 12, 170
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/melt/+page.server.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 4, 11, 90
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/melt/+page.svelte", "Svelte", 0, 60, 0, 0, 0, 0, 25, 11, 96
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/body-image-upload/+page.server.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/body-image-upload/+page.svelte", "Svelte", 0, 130, 0, 0, 0, 0, 8, 13, 151
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/clothing-image-upload/+page.server.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/clothing-image-upload/+page.svelte", "Svelte", 0, 175, 0, 0, 0, 0, 33, 18, 226
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/generation/+page.server.ts", "TypeScript", 267, 0, 0, 0, 0, 0, 6, 44, 317
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/generation/+page.svelte", "Svelte", 0, 147, 0, 0, 0, 0, 4, 8, 159
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/vto-test/generation/utils.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 1, 12, 91
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.server.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 0, 4, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 9, 6, 44
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/api/queryTask/+server.ts", "TypeScript", 105, 0, 0, 0, 0, 0, 3, 16, 124
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/api/submitTask/+server.ts", "TypeScript", 222, 0, 0, 0, 0, 0, 2, 30, 254
"Total", "-", 2997, 4369, 32, 53, 0, 233, 372, 853, 8909
